experiment,dataset_name,model_name,split_type,pred_length,avg_precision,avg_recall,avg_f1_score,avg_f05_score,avg_f2_score,avg_hit_score
1vR,coop,tbp,20,15,0.19785443884483625,0.33380068390232503,0.22114178557843214,0.2432480627758431,0.15711389605003442,0.8447010334160712
1vR,tafeng,tbp,20,15,0.1106275672834009,0.05393811815799079,0.06094320271919598,0.09176788107207375,0.03290829392369299,0.18219044523886904
1vR,coop,tbp,10,7,0.2441747804029559,0.20586545374712312,0.19650648343884006,0.2576062680316734,0.11668123772658644,0.7460506199927407
1vR,tafeng,tbp,10,7,0.11493575207860922,0.048921029589658244,0.06073457220318403,0.09459892609547028,0.03128878443729319,0.15873015873015872
1vR,coop,tbp,10,5,0.2681733104452556,0.16846178619081836,0.18241409932285224,0.2590965982827177,0.10116301752689308,0.6973081167234434
1vR,tafeng,tbp,10,5,0.11591534391534393,0.04885930119459651,0.06115691845092247,0.09540409328026894,0.03140650978756352,0.15873015873015872
1vR,coop,tbp,10,4,0.2844893874158516,0.14676879985578248,0.17126294380252616,0.2567515569514175,0.09106230154989697,0.6602955307120807
1vR,tafeng,tbp,10,4,0.11624338624338625,0.048444757861358594,0.061170872134427096,0.09562169110524771,0.03129688382701881,0.1568253968253968
1vR,coop,tbp,10,8,0.23507518296575802,0.2224027461863913,0.20107157301128065,0.25558660766917324,0.12282911140748667,0.7628267974611617
1vR,tafeng,tbp,10,8,0.1151058201058201,0.04984708149190062,0.06111100100434686,0.09490473362629824,0.03163415318678649,0.15936507936507938
1vR,coop,tbp,10,17,0.18638941654501698,0.3281149315691632,0.2103434048937066,0.22922854783744953,0.15161420560896866,0.8303562154866838
1vR,tafeng,tbp,10,17,0.11419501133786848,0.0502062223605141,0.060504417874020014,0.09396568619891126,0.0314485825235152,0.15957671957671957
1vR,coop,tbp,10,11,0.2136361465429687,0.2650102546860735,0.20846841392669466,0.24701962730635807,0.13657625853022035,0.7968825558677685
1vR,tafeng,tbp,10,11,0.11446849446849447,0.049964263848714316,0.060684228489435964,0.09424967107964558,0.031488166678855324,0.15936507936507938
1vR,coop,tbp,10,20,0.1770884086400173,0.3517350424646061,0.2086947700312889,0.22150096647254455,0.1555976798911913,0.839207281309975
1vR,tafeng,tbp,10,20,0.11419501133786848,0.0502062223605141,0.060504417874020014,0.09396568619891126,0.0314485825235152,0.15957671957671957
1vR,coop,tbp,10,15,0.19393975417756298,0.30964289409399065,0.21077257358806833,0.23489570814152186,0.14786256653441138,0.8221221784877616
1vR,tafeng,tbp,10,15,0.11419501133786848,0.0502062223605141,0.060504417874020014,0.09396568619891126,0.0314485825235152,0.15957671957671957
1vR,coop,tbp,10,3,0.3054730847116058,0.12197065939317164,0.1551426749558739,0.24934250477244474,0.07845224865324428,0.607137357129729
1vR,tafeng,tbp,10,3,0.11597883597883597,0.04700890236077733,0.06020040658077169,0.09475285409804315,0.03057748737870197,0.15301587301587302
1vR,coop,tbp,20,13,0.20797554687822442,0.31001483519162704,0.22090615420385348,0.25022006315254436,0.1517438375486577,0.832953744051133
1vR,tafeng,tbp,20,13,0.11062818631554412,0.05391048400233438,0.060922182830158975,0.09175342682625241,0.032892977805234244,0.1821254468638284
1vR,coop,tbp,10,18,0.1830984678969981,0.3366037395266049,0.20995849759761678,0.2266099270860813,0.15318019076649958,0.8337437098965937
1vR,tafeng,tbp,10,18,0.11419501133786848,0.0502062223605141,0.060504417874020014,0.09396568619891126,0.0314485825235152,0.15957671957671957
1vR,coop,tbp,10,9,0.22704171400913753,0.23766763143473535,0.20437787362874324,0.2529619767610857,0.12808875380357468,0.776410883254263
1vR,tafeng,tbp,10,9,0.11486184597295708,0.04989623663782996,0.06095812731664335,0.09465918127933029,0.03158689943771741,0.15936507936507938
1vR,coop,tbp,10,10,0.21993031126646528,0.25177940388832604,0.20674417405619214,0.25002666842645305,0.13261220993526715,0.7875950700568116
1vR,tafeng,tbp,10,10,0.11462433862433863,0.04989623663782996,0.06078804296911857,0.09441065255283847,0.03151835108652359,0.15936507936507938
1vR,coop,tbp,10,13,0.20280510202806792,0.28868560317001096,0.21026260350211273,0.24081079489446242,0.14293978681554498,0.8112911959972644
1vR,tafeng,tbp,10,13,0.11426129426129425,0.05011820690741928,0.0605475105009194,0.09403484350360214,0.03145481464488686,0.15957671957671957
1vR,coop,tbp,10,12,0.20793540967578847,0.2772230616236499,0.20956233122166015,0.24389029320993277,0.13996370853278597,0.8046524343204869
1vR,tafeng,tbp,10,12,0.11440917107583776,0.05011820690741928,0.06067270005489059,0.09420112662646542,0.0315119259263835,0.15957671957671957
1vR,coop,tbp,40,3,0.33644649321180925,0.13600722917395552,0.17222081122772218,0.2760034462704362,0.08729919067608605,0.6480724531411018
1vR,tafeng,tbp,40,3,0.10347110485384822,0.055830217967043974,0.06197385313450748,0.09105474921665138,0.03393268025780486,0.1912711182622687
1vR,coop,tbp,40,8,0.2569209848819699,0.2525946384993581,0.22443463467969593,0.2826879784284773,0.13824389404083437,0.8014450357288885
1vR,tafeng,tbp,40,8,0.0992235686511129,0.06750815942291193,0.06642985043699476,0.09220325804969316,0.038555998402406894,0.22626709573612228
1vR,coop,tbp,10,14,0.19821544310245623,0.299500838933127,0.21068423014379173,0.23786243692082792,0.14557736443549854,0.8170673912389098
1vR,tafeng,tbp,10,14,0.11419501133786848,0.0502062223605141,0.060504417874020014,0.09396568619891126,0.0314485825235152,0.15957671957671957
1vR,coop,tbp,40,11,0.23131219617523796,0.30334947712384375,0.23228957952962165,0.27167338736634816,0.15409265578783826,0.836105788591794
1vR,tafeng,tbp,40,11,0.09894477254443063,0.06899709112264804,0.06676496872587767,0.09223356074012348,0.038990795160174306,0.230239340305712
1vR,coop,tbp,40,14,0.21241353625677994,0.34607351137819786,0.23428062624404408,0.2599223107597627,0.16473107734239323,0.8576718591294449
1vR,tafeng,tbp,40,14,0.09873849752419744,0.06930545956911548,0.06672283487571185,0.09207461408064455,0.039037180569320144,0.23099356395816573
1vR,coop,tbp,40,10,0.23884009639572176,0.28734058468713014,0.23045981054509385,0.2754600625951922,0.14946004304996585,0.8263004643182896
1vR,tafeng,tbp,40,10,0.0990723049074819,0.06876385682655095,0.06677378072335767,0.0923185364036102,0.038949158106966475,0.229635961383749
1vR,coop,tbp,40,9,0.2473614566747417,0.27054621366320725,0.22797407092415128,0.2792455381425695,0.14425649487242642,0.8150384793992292
1vR,tafeng,tbp,40,9,0.09914046437829624,0.06807907638565848,0.06660049596269402,0.09226062261080217,0.03874456810150054,0.22807723250201126
1vR,coop,tbp,30,8,0.2502183795011955,0.24527395134827784,0.21829488600950825,0.27510204067513283,0.13437988616656363,0.7933631718201367
1vR,tafeng,tbp,30,8,0.10411360923199363,0.06115605276067335,0.06372994938391209,0.09192678017207413,0.03580530121742337,0.20514804498091407
1vR,coop,tbp,30,3,0.3285602104329003,0.1326380775914059,0.16806266347400337,0.2694237727356836,0.08516270808314935,0.6383633534935803
1vR,tafeng,tbp,30,3,0.10713917259878263,0.05298465316603609,0.060737514351229774,0.09115276108570165,0.03266098806124912,0.18317342412049933
1vR,coop,tbp,30,4,0.30577569605702565,0.16015646302582698,0.1858278267323422,0.2775937507721592,0.09909791739959393,0.6909927627906363
1vR,tafeng,tbp,30,4,0.10571202586058669,0.056327046779656234,0.06222627068393965,0.09169855510432837,0.03407819245375967,0.1934385639121015
1vR,coop,tbp,40,19,0.18885265119570416,0.4036319822693217,0.23104877255069706,0.2411241974544106,0.17503204157843674,0.8795408867128744
1vR,tafeng,tbp,40,19,0.09871021901737757,0.06944235568998205,0.06674254589961225,0.09206533187312527,0.0390730301436426,0.23144609814963799
1vR,coop,tbp,30,10,0.2330539147533674,0.2791606498595645,0.22446056704067155,0.26851373381359245,0.14543127398306566,0.8187570233301733
1vR,tafeng,tbp,30,10,0.10379808944107922,0.06145553064667718,0.06367256952186111,0.09171726295581249,0.03584447282249775,0.20607655008769216
1vR,coop,tbp,30,14,0.20757345522458934,0.3355699582103496,0.2282004712732369,0.2535827115002161,0.16016400053109894,0.8499675960639622
1vR,tafeng,tbp,30,14,0.10365200542777145,0.06174976022156309,0.06369546578592546,0.09164940097211559,0.03591139722546709,0.20690188796038378
1vR,coop,tbp,40,7,0.2677212714125987,0.2332905121347838,0.21948100331382286,0.2854732485338297,0.1312392568213811,0.7850327810315896
1vR,tafeng,tbp,40,7,0.09953693062100141,0.06686525615911151,0.06632770475269203,0.09231251969272439,0.03837261083722643,0.22420555108608206
1vR,coop,tbp,30,20,0.1816627724840196,0.40102631919828746,0.22465601935774418,0.23282337818126697,0.17179468100314293,0.8753479707076346
1vR,tafeng,tbp,30,20,0.10359385465276011,0.0617681110075504,0.06369290924638579,0.0916163564365675,0.03591847169126946,0.20690188796038378
1vR,coop,tbp,40,5,0.295386033572266,0.18980184021974247,0.20360829070736144,0.28766729862997453,0.11344158218799515,0.737349963028448
1vR,tafeng,tbp,40,5,0.10058997050147492,0.06342251475101068,0.06538510435511109,0.09228429021131655,0.03719224888431225,0.21505430410297666
1vR,coop,tbp,30,18,0.1892141327641703,0.38143407283297803,0.22657118234331108,0.2394360669650711,0.1689581094883459,0.8687704671650024
1vR,tafeng,tbp,30,18,0.10359758013621323,0.06176480635140349,0.0636909333631041,0.09161667692281124,0.0359166992272441,0.20690188796038378
1vR,coop,tbp,40,15,0.20695193690846833,0.3586684493948439,0.23400897786480468,0.2559068555773502,0.16733380459249192,0.8630888544492595
1vR,tafeng,tbp,40,15,0.09873490598299528,0.06935111797848567,0.06673428300238225,0.09207743619681966,0.03905151111276901,0.23109412711182623
1vR,coop,tbp,40,17,0.19732559883533476,0.3822417803211231,0.23291505409938257,0.24835446759791993,0.17171937176276425,0.8721886665388029
1vR,tafeng,tbp,40,17,0.09872833733582605,0.06943281885289515,0.06675116945610154,0.09208098918955583,0.03907524583838372,0.23139581657280772
1vR,coop,tbp,40,13,0.21819027813789196,0.33260590047949834,0.23408452313138728,0.26384592103389126,0.16165420948486744,0.8513840742958599
1vR,tafeng,tbp,40,13,0.09880922325863999,0.06927219704214593,0.0667566014364,0.09213950785749321,0.03904213480519738,0.23089300080450523
1vR,coop,tbp,40,16,0.20197678927922158,0.37079979000775365,0.23358763523397966,0.25209864625147915,0.16968850985741046,0.867889914197631
1vR,tafeng,tbp,40,16,0.09872149756250721,0.06940190658857592,0.06673994872349041,0.09207095294301319,0.0390648729745417,0.23129525341914722
1vR,coop,tbp,40,4,0.31333328605250516,0.1644548235729347,0.19057354457233602,0.28458144147117526,0.10168324738853989,0.7004940435407091
1vR,tafeng,tbp,40,4,0.1016735384821668,0.06066715513673061,0.06431670383126152,0.0920634788943086,0.036073149950797724,0.2069589702333065
1vR,coop,tbp,50,4,0.32082406222170096,0.16839457070136235,0.19507977642427562,0.2913536783372976,0.10409195966390508,0.7091550758885236
1vR,tafeng,tbp,50,4,0.0947911475349318,0.061401085736347116,0.06284168953596829,0.08816523241081707,0.03588010390630554,0.2086494268785647
1vR,coop,tbp,50,11,0.23680890701510632,0.3109261582540683,0.2380460289800591,0.27831803195105165,0.15793274485886147,0.8422004535976353
1vR,tafeng,tbp,50,11,0.09114178577880887,0.0744219494321387,0.06624385783102946,0.08837032305620501,0.04011678744298231,0.2441995680823966
1vR,coop,tbp,50,6,0.28692011806094253,0.21732475214895206,0.2177079412382139,0.29411591600736336,0.12590218034668088,0.771169076770262
1vR,tafeng,tbp,50,6,0.09274230762131531,0.06867627916356976,0.06522434933857481,0.0887083543240122,0.03853397494723708,0.22863945954925521
1vR,coop,tbp,50,7,0.274058014136588,0.23877088817694078,0.22469447734848688,0.292287717265247,0.13433493846221836,0.791775966651564
1vR,tafeng,tbp,50,7,0.09203694767679484,0.07039655240542732,0.06552536534174125,0.08849697561054505,0.03903752868745874,0.23340162799712055
1vR,coop,tbp,50,15,0.21166107515377786,0.367675396257525,0.23972608433239062,0.2619899255600787,0.1714960558527161,0.8684509505699202
1vR,tafeng,tbp,50,15,0.09070244532340993,0.07516941544402098,0.06619057216661334,0.08805628205651353,0.04024599312479434,0.24630378204773243
1vR,coop,tbp,50,9,0.2534560603173258,0.2774926559900007,0.23376632394105887,0.2862824816802707,0.14793576480739226,0.8218912383208045
1vR,tafeng,tbp,50,9,0.09140651849273589,0.07299036647143858,0.065991679873378,0.08839286111620963,0.039745525855644594,0.240157262306883
1vR,coop,tbp,40,12,0.22446851588117142,0.31837357006353695,0.23344601673186774,0.26777699009979317,0.15812084022077394,0.8442638899252983
1vR,tafeng,tbp,40,12,0.09884725675906286,0.06915487733185709,0.06674536375877256,0.09215956676755734,0.03901186470419426,0.23059131134352373
1vR,coop,tbp,50,18,0.19718432143917872,0.4032467253268742,0.23765205835997458,0.2503589373208032,0.17781070593547318,0.8812039670459968
1vR,tafeng,tbp,50,18,0.09062431090778533,0.07554907263342739,0.06624298358397532,0.08802758809765536,0.04034517661901865,0.24707901877180352
1vR,coop,tbp,40,2,0.36728299795808494,0.102626561055092,0.14437426018845056,0.25480861724497417,0.06868456974495753,0.5648584011145119
1vR,tafeng,tbp,40,2,0.10896017699115045,0.049221564005403035,0.05867779174801296,0.09020950122227633,0.030911365860584086,0.16995172968624295
1vR,coop,tbp,50,3,0.3443597199330303,0.13908960468959866,0.17604226202227297,0.2822568648292604,0.08924068685297457,0.6572936475795391
1vR,tafeng,tbp,50,3,0.09812281964671354,0.056227261882163156,0.060936363473801824,0.08818702326136202,0.033798043581894095,0.19303394429370396
1vR,coop,tbp,50,16,0.20653204829072613,0.3801255384260408,0.23927946016060617,0.25805637002968085,0.17391087986109202,0.8731439969910629
1vR,tafeng,tbp,50,16,0.09067452757233475,0.07536545847473458,0.06621812424520694,0.08804983556773738,0.04029371453357076,0.24669140040976797
1vR,coop,tbp,50,8,0.2629700513834698,0.2586267894425324,0.22980681699499023,0.2894470677248876,0.14154517453960927,0.808031331130899
1vR,tafeng,tbp,50,8,0.09169877043236586,0.0721733440514754,0.06587913440953144,0.08849903766414846,0.039533246256522665,0.23761005592779225
1vR,coop,tbp,50,13,0.22316864676059406,0.3407564614556174,0.23971504980531375,0.27007781055384267,0.1655837773529157,0.8569809504903676
1vR,tafeng,tbp,50,13,0.09087114348756742,0.07492524102571482,0.06622569783901289,0.08818617488559789,0.04021048587164924,0.24569466747881943
1vR,coop,tbp,60,10,0.24994879750359725,0.3006847197564545,0.2413006376582689,0.2884213723813108,0.15645825766570565,0.836987343666844
1vR,tafeng,tbp,60,10,0.09214358762258684,0.0773785717146965,0.0681181036172683,0.09041764967315058,0.041466887289046864,0.2554446460980036
1vR,coop,tbp,50,14,0.2172340557755214,0.3545619322642967,0.23993066211522035,0.2660548281858353,0.16875328603433498,0.8630650567940574
1vR,tafeng,tbp,50,14,0.09079842701305683,0.07508777828369831,0.06622957897894255,0.0881401151129626,0.04024595964304149,0.24608228584085498
1vR,coop,tbp,50,12,0.2296443027809689,0.32616971938890077,0.2390974641416494,0.27415628484296684,0.16197860941078138,0.8500650573490753
1vR,tafeng,tbp,50,12,0.09099076563775606,0.07465146844065655,0.06621861161778349,0.08826074216041814,0.040150344355340366,0.24475330859959024
1vR,coop,tbp,50,20,0.1889877453026731,0.424343079706373,0.23547646537660963,0.24313026868082283,0.18079626206212615,0.88772709251464
1vR,tafeng,tbp,50,20,0.09060926924285923,0.07571131967748113,0.06626186758931056,0.08802447535129004,0.04037999232762654,0.24741126308211972
1vR,coop,tbp,50,19,0.19295827768821627,0.41403248750909355,0.23661709209123655,0.2466855118675495,0.17940279537661252,0.8846472981450747
1vR,tafeng,tbp,50,19,0.09062107265914678,0.07565196427321262,0.06625430049676723,0.08802947630048556,0.04036437611551339,0.24724514092696162
1vR,coop,tbp,50,5,0.30217350871159193,0.19407953254514404,0.20822502847720809,0.29425976364938783,0.11599568992028188,0.7448508676132436
1vR,tafeng,tbp,50,5,0.09363382985399708,0.06587372563169659,0.0644768297556971,0.08870068934881983,0.0375958965823424,0.22099784041198295
1vR,coop,tbp,60,11,0.24180531588727436,0.31723811846082745,0.24301871595495028,0.284186063747299,0.16119352675530488,0.8461305695996688
1vR,tafeng,tbp,60,11,0.09193558328572589,0.07804886828288837,0.06819136893225733,0.09033119593045207,0.0416295092002663,0.2573243453461239
1vR,coop,tbp,50,2,0.3760707914240853,0.10506427106755624,0.14770096988150386,0.2607043342983903,0.07028814822806322,0.5752039089541224
1vR,tafeng,tbp,50,2,0.10512763718921314,0.04789907823409181,0.05720320643148133,0.08772572878442342,0.03012885674924742,0.16756188050279638
1vR,coop,tbp,60,7,0.28025888081176376,0.24389170742696495,0.22965626320924043,0.29883170345977855,0.1372624419447128,0.7973785553781563
1vR,tafeng,tbp,60,7,0.09333262343049742,0.07337113051641742,0.0674654551091626,0.09075520822960881,0.04036333619625574,0.2452035260565206
1vR,coop,tbp,60,17,0.20576285035253114,0.40040640648131937,0.24351383724123027,0.25936720027235555,0.17970333301537,0.8811073413754361
1vR,tafeng,tbp,60,17,0.09144220424284173,0.07973714814938437,0.06835329973195155,0.09010191417361749,0.042019754023054835,0.2604355716878403
1vR,coop,tbp,40,6,0.28027812330469964,0.21246358771750115,0.21275206946437264,0.2873253212347395,0.12307204239065203,0.7643263992915277
1vR,tafeng,tbp,40,6,0.09989608474121749,0.06542409378336739,0.06595196878928833,0.09228140343914813,0.0378977538072015,0.2206858407079646
1vR,coop,tbp,40,18,0.19297832721462324,0.39322423192789147,0.23208197465280583,0.24471831447064085,0.17351092633619436,0.8760654374884753
1vR,tafeng,tbp,40,18,0.09871683501432892,0.0694404934093587,0.06674551774146559,0.0920707174021208,0.03907415821444718,0.23144609814963799
1vR,coop,tbp,50,10,0.24471245620493914,0.2946902256868439,0.2363309163478413,0.28240809773375286,0.1532783754619639,0.832796785188274
1vR,tafeng,tbp,50,10,0.09123239786344055,0.07363305906842327,0.06609929009259341,0.08835122492201107,0.03991458242403077,0.24226147627221883
1vR,coop,tbp,40,20,0.18506202642889633,0.4136579324046881,0.2299942347784337,0.23774548580763527,0.1764077037594387,0.8826555626613843
1vR,tafeng,tbp,40,20,0.09870677869896287,0.06944758246512032,0.06674249204453839,0.09206340945766592,0.0390738141778979,0.23144609814963799
1vR,coop,tbp,50,17,0.20169143988423116,0.39199983652420933,0.2385560472082386,0.25414756209824246,0.17600102607967968,0.8773996893009753
1vR,tafeng,tbp,50,17,0.09064765487076507,0.07549647267283445,0.06624112299902316,0.08804253191739829,0.04033253687450164,0.2469682706683648
1vR,coop,tbp,60,15,0.21603296391373492,0.3755173200407553,0.24474971611986773,0.2674572206201657,0.1751078063111582,0.8722909644610017
1vR,tafeng,tbp,60,15,0.09152710208582648,0.07941680857231377,0.06832305957257764,0.09014374032837912,0.04194563376247732,0.2599170339642209
1vR,coop,tbp,60,2,0.383576726132399,0.10680524835167804,0.15038625213202295,0.26566886612817175,0.07150440364672987,0.5836232241588315
1vR,tafeng,tbp,60,2,0.10853642727508427,0.04956096373538866,0.05928109353272794,0.09091628782458226,0.031193907779184352,0.17280269639616283
1vR,coop,tbp,60,3,0.3518931603320324,0.14190548817537105,0.17979267037470975,0.28836819500149796,0.09109797565294728,0.6655630026314233
1vR,tafeng,tbp,60,3,0.10056390977443609,0.05706632003891683,0.06242466155736776,0.09069415177544639,0.034436465787568996,0.19944257194710915
1vR,coop,tbp,60,4,0.32786330904564087,0.17164667464944994,0.1990763185437307,0.29751980192041594,0.1061614431667496,0.7164121633108628
1vR,tafeng,tbp,60,4,0.09762012790597183,0.0639663898556823,0.06535535426894087,0.09160766673025389,0.03731112633611033,0.2186284677210267
1vR,coop,tbp,70,4,0.3335002090113379,0.17509668234973763,0.2026695143077393,0.3027270166160205,0.10817228341245204,0.7220489778960894
1vR,tafeng,tbp,70,4,0.09569246798826464,0.06599056432833555,0.0656048061781577,0.09070050697102733,0.038002038887933944,0.22258780949247348
1vR,coop,tbp,60,20,0.19265151348702816,0.43374314647492196,0.2403048743954508,0.24798088367820312,0.18462170661171756,0.891556577449589
1vR,tafeng,tbp,60,20,0.09134276767769127,0.0799434120036927,0.06831994269530732,0.09001674548858489,0.04203673935945685,0.2610189266269121
1vR,coop,tbp,60,16,0.2106898207595626,0.3881929352526306,0.24421630982188414,0.263330504917519,0.1775352631725106,0.8769368402962568
1vR,tafeng,tbp,60,16,0.09146579580287774,0.07956445785789408,0.06832451985178577,0.0901043303510011,0.04197416594529081,0.26024112004148303
1vR,coop,tbp,70,8,0.27316398029394945,0.26938833888581765,0.23881956314835814,0.3007141446417002,0.147208262249831,0.8174357001623365
1vR,tafeng,tbp,70,8,0.08989578804294605,0.07777895066759424,0.06775306218727344,0.08889205962079826,0.04167757531574569,0.25606646376573167
1vR,coop,tbp,70,6,0.2982577789403766,0.2263598828693379,0.22631268822472078,0.30570117597608143,0.13096703092640777,0.7821737692053209
1vR,tafeng,tbp,70,6,0.09216912067121823,0.0742593408011787,0.06773656929485586,0.09022427329598078,0.04086455884028298,0.24701817882701324
1vR,coop,tbp,70,2,0.3899055986828439,0.10903245561336902,0.1531284465120195,0.2702246164917523,0.0729062798741056,0.5908833101240989
1vR,tafeng,tbp,70,2,0.10697540511639385,0.05065461665028663,0.0594815880048083,0.09031957228043586,0.03161793427325204,0.17323352800855474
1vR,coop,tbp,70,19,0.19951929272703411,0.43120211347300885,0.2451743799112177,0.2553209966119442,0.18618571804374304,0.8914752610077168
1vR,tafeng,tbp,70,19,0.08819469024478382,0.0836970715134708,0.06811837281572608,0.08793639411286024,0.04295506551697898,0.270050176852842
1vR,coop,tbp,60,18,0.2011490094803062,0.412090838823931,0.2426206271017674,0.25550112426325783,0.1816016995667027,0.8849463736621134
1vR,tafeng,tbp,60,18,0.09138861353856244,0.0798396578249338,0.06832972019077377,0.09005357827086242,0.0420223985098689,0.2605652061187451
1vR,coop,tbp,70,17,0.2086916996924548,0.4079932428081825,0.24723890570699306,0.2631741158892041,0.18263671532566328,0.8844183201643367
1vR,tafeng,tbp,70,17,0.08825668728109345,0.0833442424134185,0.0681155560215887,0.087980773321205,0.04290507349195939,0.26963889117380935
1vR,coop,tbp,60,5,0.30875645459439616,0.19794335220596093,0.21254143639303616,0.3005097065204583,0.11835089825943418,0.751478327715688
1vR,tafeng,tbp,60,5,0.09594784374729928,0.06849747077641952,0.06686252434726206,0.09181731590772832,0.03900070943034669,0.23159191081151154
1vR,coop,tbp,60,6,0.29341521651957303,0.22200307808793215,0.22250576502224684,0.3006858190036121,0.12864522426334188,0.7775971446100172
1vR,tafeng,tbp,60,6,0.09450241984271023,0.07138185710902592,0.06735652264892085,0.09135711304791619,0.039870544289099384,0.23975887995851697
1vR,coop,tbp,60,12,0.23455503889681809,0.33300308750957464,0.24419922375561623,0.28003556358931464,0.16540953297364272,0.8541364071462362
1vR,tafeng,tbp,60,12,0.09174358683692363,0.0784659526647856,0.06820350570725293,0.09021931686938227,0.04171807673078972,0.25816696914700543
1vR,coop,tbp,60,8,0.26879852880213567,0.26410684105492443,0.234821504412117,0.2958291748254653,0.1445986180429357,0.8131610896753593
1vR,tafeng,tbp,60,8,0.0928545964665358,0.07526273596206087,0.06786565008651414,0.09070812961372379,0.04092972924813119,0.25045372050816694
1vR,coop,tbp,60,19,0.19677300544939927,0.4231538046326443,0.2415269822897112,0.251688156145904,0.1832209393987403,0.888403119641062
1vR,tafeng,tbp,60,19,0.09137364114084097,0.07993751952956066,0.0683415002743582,0.09004841488793439,0.04204560992255271,0.2610189266269121
1vR,coop,tbp,80,16,0.21671593679091378,0.40038201663650225,0.2511599044513738,0.27082986029213096,0.18267632396581035,0.8809954490200285
1vR,tafeng,tbp,80,16,0.09447501289049341,0.09303222762084734,0.07401668834981028,0.09495866816165316,0.047057249252776365,0.2952593812492648
1vR,coop,tbp,80,18,0.20685030553403994,0.4249391067252664,0.24946766802872197,0.2627217740815363,0.18681222890954724,0.8887918566752704
1vR,tafeng,tbp,80,18,0.09433825466212659,0.09355063166080997,0.07399962794344625,0.0948509596264626,0.04712704349187788,0.2959651805669921
1vR,coop,tbp,60,14,0.2217349157110998,0.3621086930966309,0.2449673676655625,0.27162067425343683,0.1723094599917709,0.8670318136124416
1vR,tafeng,tbp,60,14,0.09157216548323627,0.07907236756548235,0.06827663338616767,0.09015099883951835,0.04186687623677447,0.2590744101633394
1vR,coop,tbp,80,4,0.3376440009564824,0.17682025640526344,0.2047728051431941,0.3060979372013455,0.10925421351344348,0.7249722627804573
1vR,tafeng,tbp,80,4,0.10267419519272243,0.07065195811961493,0.0705287556380693,0.09762418953962708,0.04075547205440541,0.23585460534054817
1vR,coop,tbp,90,11,0.2535900448135862,0.33375053892617923,0.25445327626219894,0.29772550193640485,0.16893325001912934,0.8520406146435187
1vR,tafeng,tbp,90,11,0.09106510798058105,0.09854003051709949,0.07561677976515141,0.09453960823344208,0.04911358552745549,0.3086544280815009
1vR,coop,tbp,fixed,17,0.2278453090883364,0.4074353259139187,0.2560785445883284,0.2800778955516088,0.18459198902132948,0.8491577335375191
1vR,tafeng,tbp,fixed,17,0.09341621768187477,0.09967459065950864,0.07659641574073581,0.09562964334678704,0.049921451616189196,0.3260025873221216
1vR,coop,tbp,60,9,0.2588746476652277,0.2830411743276047,0.23865764454477376,0.29235966608913994,0.15097880563912658,0.8261410380078056
1vR,tafeng,tbp,60,9,0.09229554798325865,0.07635373527131405,0.06790532185006129,0.09039647752149145,0.04117500722043833,0.2532408607726212
1vR,coop,tbp,80,7,0.28871663529101366,0.25152596284744644,0.23635695631483633,0.307641128301825,0.14133805708083913,0.8038571458228093
1vR,tafeng,tbp,80,7,0.0969250116232824,0.08237898410840713,0.0727640505951103,0.09592395638688973,0.04446912147237007,0.2685566403952476
1vR,coop,tbp,60,13,0.2279619371577361,0.3480372202792937,0.24488424400259992,0.27591158874240007,0.1691413555994015,0.8610725359972798
1vR,tafeng,tbp,60,13,0.09166298081257894,0.07882960672900714,0.06826777249664259,0.09020517724324655,0.04181715078535856,0.2589447757324345
1vR,coop,tbp,80,3,0.3619671397563738,0.14604963290438477,0.18470800010873772,0.296273663044016,0.09365525094725202,0.6750198946792978
1vR,tafeng,tbp,80,3,0.10583068658589186,0.06312954915648017,0.06759546494733572,0.09691513620737395,0.037731925113773636,0.2135042936125162
1vR,coop,tbp,fixed,12,0.25697823530901626,0.34459026383019004,0.25563918618752035,0.299592640064788,0.1707500956710898,0.8269525267993875
1vR,tafeng,tbp,fixed,12,0.09382973765250607,0.09516577665085799,0.07594636713089695,0.0956232397039331,0.048834942524441115,0.3191030616645106
1vR,coop,tbp,fixed,6,0.31254564730828127,0.22905240898331494,0.2275767054442076,0.3120372817285891,0.13138031463144426,0.7570385204382142
1vR,tafeng,tbp,fixed,6,0.09849791576829092,0.08321210436469859,0.07472582314254501,0.09784346097485784,0.045643076928044875,0.28503665373005604
1vR,coop,tbp,90,9,0.27140037228703645,0.2976812885261895,0.2497687813036576,0.3061202207176761,0.1581939597033802,0.8330947751623713
1vR,tafeng,tbp,90,9,0.09205340531747633,0.09535862245615322,0.07542273879898721,0.09508501516825316,0.04843155444143961,0.30078676618922734
1vR,coop,tbp,fixed,7,0.29990183374563156,0.25156553744225746,0.2357206901974768,0.31175859532739997,0.1403165155750154,0.7745317469666627
1vR,tafeng,tbp,fixed,7,0.09701944598451713,0.08687553275388343,0.07526616654834015,0.09725344472802527,0.04674531268474232,0.29452350150927126
1vR,coop,tbp,80,13,0.23440383911662913,0.3586266740329029,0.2517107963879178,0.2836426667922232,0.17393547134508658,0.8653343574768242
1vR,tafeng,tbp,80,13,0.09463361306379775,0.09112703946332902,0.07378595895558882,0.09497261409813694,0.0466472617876178,0.2902011528055523
1vR,coop,tbp,80,10,0.2573732696571789,0.31023232580978716,0.24835885193594634,0.2968917699910331,0.16112779450773565,0.8423248057241317
